scenario,generation,overall_mean_correct,overall_sd_correct,sem_correct,N_runs_correct,overall_mean_correct_pct,overall_sd_correct_pct,sem_correct_pct,overall_mean_wrong_no_error,overall_sd_wrong_no_error,sem_wrong_no_error,N_runs_wrong_no_error,overall_mean_wrong_no_error_pct,overall_sd_wrong_no_error_pct,sem_wrong_no_error_pct,overall_mean_error,overall_sd_error,sem_error,N_runs_error,overall_mean_error_pct,overall_sd_error_pct,sem_error_pct,n_batches
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0001,0.5011981,0.3598641791634026,0.03598641791634026,100.0,50.11981,35.98641791634026,3.598641791634026,0.28541659999999996,0.3138227775667778,0.031382277756677776,100.0,28.541659999999997,31.38227775667778,3.1382277756677777,0.2133853,0.34152225008825327,0.034152225008825324,100.0,21.33853,34.152225008825326,3.4152225008825323,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0002,0.529362,0.3633036864850344,0.03633036864850344,100.0,52.9362,36.330368648503445,3.633036864850344,0.28750020000000004,0.3153170816767647,0.03153170816767647,100.0,28.750020000000003,31.53170816767647,3.1531708167676467,0.18313780000000002,0.3284309589583064,0.032843095895830635,100.0,18.31378,32.843095895830636,3.2843095895830636,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0003,0.5507422000000001,0.366282138070525,0.0366282138070525,100.0,55.074220000000004,36.628213807052504,3.66282138070525,0.28782549999999996,0.317536501723245,0.031753650172324496,100.0,28.782549999999997,31.753650172324498,3.1753650172324495,0.16143239999999998,0.3164732090877089,0.031647320908770885,100.0,16.14324,31.647320908770887,3.1647320908770884,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0004,0.5790494999999999,0.37612301699820005,0.03761230169982001,100.0,57.904949999999985,37.61230169982001,3.7612301699820008,0.2896484,0.32421166593451,0.032421166593451,100.0,28.96484,32.421166593451,3.2421166593450996,0.1313019,0.3018471250535458,0.030184712505354577,100.0,13.13019,30.18471250535458,3.0184712505354576,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0005,0.5841145,0.3797921382260342,0.03797921382260342,100.0,58.411449999999995,37.97921382260342,3.797921382260342,0.2968229,0.3343079508952756,0.03343079508952756,100.0,29.682290000000002,33.43079508952756,3.343079508952756,0.1190625,0.2972672991960657,0.029726729919606572,100.0,11.90625,29.72672991960657,2.9726729919606574,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0006,0.5837759,0.38249618943687175,0.038249618943687176,100.0,58.37759,38.249618943687175,3.824961894368718,0.3046616,0.3403103539737476,0.03403103539737476,100.0,30.46616,34.03103539737476,3.403103539737476,0.1115623,0.2928498662435906,0.02928498662435906,100.0,11.15623,29.28498662435906,2.928498662435906,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0007,0.5876041,0.38362810032970185,0.038362810032970186,100.0,58.76040999999999,38.36281003297019,3.8362810032970187,0.3039584,0.34118774387457446,0.034118774387457446,100.0,30.395840000000003,34.11877438745744,3.4118774387457447,0.1084374,0.2906766802738574,0.02906766802738574,100.0,10.84374,29.06766802738574,2.906766802738574,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0008,0.585612,0.38504182247396285,0.03850418224739628,100.0,58.5612,38.50418224739629,3.850418224739628,0.30665349999999997,0.3440311047941873,0.03440311047941873,100.0,30.665349999999997,34.40311047941873,3.4403110479418726,0.10773440000000001,0.2914272560830593,0.02914272560830593,100.0,10.77344,29.14272560830593,2.914272560830593,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0009,0.5844662,0.388185926618322,0.0388185926618322,100.0,58.44662,38.8185926618322,3.88185926618322,0.30858070000000004,0.34831806171541235,0.03483180617154123,100.0,30.858070000000005,34.83180617154124,3.4831806171541233,0.1069531,0.29092065059451067,0.029092065059451066,100.0,10.69531,29.092065059451066,2.9092065059451064,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0010,0.5839063,0.3883196758848997,0.03883196758848997,100.0,58.39063,38.83196758848997,3.883196758848997,0.30992200000000003,0.3494659171327792,0.03494659171327792,100.0,30.992200000000004,34.94659171327792,3.4946591713277924,0.10617180000000001,0.29042648379769176,0.029042648379769175,100.0,10.617180000000001,29.042648379769176,2.9042648379769176,10
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,initial,0.39270800000000006,0.35438106824562327,0.035438106824562325,100.0,39.27080000000001,35.438106824562325,3.5438106824562325,0.265495,0.3188054721156917,0.031880547211569174,100.0,26.5495,31.880547211569173,3.1880547211569175,0.341797,0.3928256333065948,0.03928256333065948,100.0,34.179700000000004,39.28256333065948,3.928256333065948,10
